projectName,name,pathFile,productionFile,junitVersion,loc,qtdMethods,testSmellName,testSmellMethod,testSmellLineBegin,testSmellLineEnd
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Verbose Test,testInstanceCreatorForParametrizedType,111 - 133,111 - 133
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Duplicate Assert,testInstanceCreatorForParametrizedType,128, 132,128, 132
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorReturnsBaseType,56,56
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorReturnsSubTypeForTopLevelObject,71,71
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorReturnsSubTypeForTopLevelObject,74,74
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorReturnsSubTypeForTopLevelObject,75,75
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorReturnsSubTypeForField,89,89
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorReturnsSubTypeForField,90,90
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorForCollectionType,108,108
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorForParametrizedType,127,127
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorForParametrizedType,128,128
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorForParametrizedType,131,131
gson,InstanceCreatorTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/InstanceCreator.java,JUnit4,134,5,Assertion Roulette,testInstanceCreatorForParametrizedType,132,132
gson,JsonParserTest,/root/.jnose_projects/gson/gson/src/test/java/com/google/gson/functional/JsonParserTest.java,/root/.jnose_projects/gson/gson/src/main/java/com/google/gson/JsonParser.java,JUnit4,148,10,Magic Number Test,testDeserializingCustomTree,68,68
