testClassName,testMethodName,potentialTargetQualifiedName,AAA
MapConfigTest,invalidDouble,"ASSERT org.junit.jupiter.api.Assertions.assertThrows(Class<ParseException>, Executable)",1
MapConfigTest,invalidDouble,com.netflix.archaius.config.AbstractConfig.getDouble(String),2
