projectName;name;pathFile;productionFile;junitVersion;loc;qtdMethods;testSmellName;testSmellMethod;testSmellLineBegin;testSmellLineEnd
cloudstack;BackupSnapshotCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/BackupSnapshotCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/BackupSnapshotCommand.java;JUnit4;271;16;Assertion Roulette;testGetVolumePath;251-251;251-251
cloudstack;BackupSnapshotCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/BackupSnapshotCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/BackupSnapshotCommand.java;JUnit4;271;16;Assertion Roulette;testGetVolumePath;255-255;255-255
cloudstack;BackupSnapshotCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/BackupSnapshotCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/BackupSnapshotCommand.java;JUnit4;271;16;Assertion Roulette;testGetVolumePath;259-259;259-259
cloudstack;BackupSnapshotCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/BackupSnapshotCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/BackupSnapshotCommand.java;JUnit4;271;16;Assertion Roulette;testExecuteInSequence;265-265;265-265
cloudstack;BackupSnapshotCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/BackupSnapshotCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/BackupSnapshotCommand.java;JUnit4;271;16;Assertion Roulette;testExecuteInSequence;268-268;268-268
cloudstack;BackupSnapshotCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/BackupSnapshotCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/BackupSnapshotCommand.java;JUnit4;271;16;Exception Catching Throwing;testGetCreated;207-213;207-213
cloudstack;AgentControlCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/AgentControlCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/AgentControlCommand.java;JUnit4;36;2;Assertion Roulette;testExecuteInSequence;34-34;34-34
cloudstack;CancelCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/CancelCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/CancelCommand.java;JUnit4;49;4;Assertion Roulette;testGetSequence;35-35;35-35
cloudstack;CancelCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/CancelCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/CancelCommand.java;JUnit4;49;4;Assertion Roulette;testGetReason;41-41;41-41
cloudstack;CancelCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/CancelCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/CancelCommand.java;JUnit4;49;4;Assertion Roulette;testExecuteInSequence;47-47;47-47
cloudstack;ChangeAgentAnswerTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/ChangeAgentAnswerTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/ChangeAgentAnswer.java;JUnit4;46;4;Assertion Roulette;testGetResult;38-38;38-38
cloudstack;ChangeAgentAnswerTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/ChangeAgentAnswerTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/ChangeAgentAnswer.java;JUnit4;46;4;Assertion Roulette;testExecuteInSequence;44-44;44-44
cloudstack;AgentControlAnswerTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/AgentControlAnswerTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/AgentControlAnswer.java;JUnit4;38;3;Assertion Roulette;testExecuteInSequence;36-36;36-36
cloudstack;CheckHealthCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/CheckHealthCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/CheckHealthCommand.java;JUnit4;43;3;Magic Number Test;testGetWait;35;35
cloudstack;CheckHealthCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/CheckHealthCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/CheckHealthCommand.java;JUnit4;43;3;Assertion Roulette;testGetWait;35-35;35-35
cloudstack;CheckHealthCommandTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/CheckHealthCommandTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/CheckHealthCommand.java;JUnit4;43;3;Assertion Roulette;testExecuteInSequence;41-41;41-41
cloudstack;BackupSnapshotAnswerTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/BackupSnapshotAnswerTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/BackupSnapshotAnswer.java;JUnit4;77;8;Assertion Roulette;testExecuteInSequence;51-51;51-51
cloudstack;BackupSnapshotAnswerTest;/Users/chenhao/.jnose_projects/cloudstack/core/src/test/java/org/apache/cloudstack/api/agent/test/BackupSnapshotAnswerTest.java;/Users/chenhao/.jnose_projects/cloudstack/core/src/main/java/com/cloud/agent/api/BackupSnapshotAnswer.java;JUnit4;77;8;Assertion Roulette;testIsFull;57-57;57-57
